x coord, y coord, z coord, scalar 
7.47544, 14.8555, 0, 0.00127185
7.47544, 14.9686, 0, 0.00132181
8.69611, 14.38, 0, 0.00105677
8.69612, 14.4894, 0, 0.00110339
8.69612, 14.6599, 0, 0.00117569
8.69612, 14.8524, 0, 0.00125689
8.69612, 15.0228, 0, 0.00132841
8.69611, 15.1322, 0, 0.0013741
0.303885, 14.0741, 0, 0.00146851
0.303885, 14.2088, 0, 0.00154149
0.303885, 14.4186, 0, 0.00165492
0.303885, 14.6556, 0, 0.00178262
0.303885, 14.8655, 0, 0.00189534
0.303885, 15.0002, 0, 0.00196752
1.52456, 14.2359, 0, 0.00140989
1.52456, 14.3669, 0, 0.00147954
1.52456, 14.5711, 0, 0.0015876
1.52456, 14.8016, 0, 0.00170923
1.52456, 15.0057, 0, 0.00181657
1.52456, 15.1368, 0, 0.00188528
3.42621, 14.488, 0, 0.00134613
3.42621, 14.6133, 0, 0.00141013
3.42621, 14.8085, 0, 0.00150957
3.42621, 15.029, 0, 0.00162129
3.42621, 15.2242, 0, 0.0017198
3.42621, 15.3495, 0, 0.00178283
5.57379, 14.7728, 0, 0.00131987
5.57379, 14.8916, 0, 0.00137707
5.57379, 15.0767, 0, 0.00146587
5.57379, 15.2858, 0, 0.00156568
5.57379, 15.4709, 0, 0.00165359
5.57379, 15.5897, 0, 0.00170976
7.47544, 15.0249, 0, 0.00134437
7.47544, 15.138, 0, 0.00139513
7.47544, 15.3142, 0, 0.00147386
7.47544, 15.5132, 0, 0.00156226
7.47544, 15.6893, 0, 0.00164007
7.47544, 15.8024, 0, 0.00168978
8.69611, 15.1867, 0, 0.00138815
8.69612, 15.2961, 0, 0.0014346
8.69612, 15.4666, 0, 0.00150659
8.69612, 15.6591, 0, 0.00158734
8.69612, 15.8296, 0, 0.00165835
8.69611, 15.939, 0, 0.00170367
0.303885, 15.0673, 0, 0.00199782
0.303885, 15.202, 0, 0.0020712
0.303885, 15.4119, 0, 0.00218516
0.303885, 15.6489, 0, 0.0023133
0.303885, 15.8588, 0, 0.00242626
0.303885, 15.9935, 0, 0.00249849
1.52456, 15.202, 0, 0.00191814
1.52456, 15.3331, 0, 0.00198805
1.52456, 15.5372, 0, 0.00209658
1.52456, 15.7677, 0, 0.00221859
1.52456, 15.9719, 0, 0.00232611
1.52456, 16.1029, 0, 0.00239486
3.42621, 15.4119, 0, 0.00181692
3.42621, 15.5372, 0, 0.00188112
3.42621, 15.7324, 0, 0.00198075
3.42621, 15.9528, 0, 0.00209269
3.42621, 16.1481, 0, 0.00219127
3.42621, 16.2734, 0, 0.00225427
5.57379, 15.6489, 0, 0.00174065
5.57379, 15.7677, 0, 0.00179794
5.57379, 15.9528, 0, 0.00188679
5.57379, 16.1619, 0, 0.0019865
5.57379, 16.347, 0, 0.00207422
5.57379, 16.4659, 0, 0.00213022
7.47544, 15.8588, 0, 0.00171304
7.47544, 15.9719, 0, 0.00176389
7.47544, 16.1481, 0, 0.00184253
7.47544, 16.347, 0, 0.00193066
7.47544, 16.5232, 0, 0.00200808
7.47544, 16.6363, 0, 0.00205746
8.69611, 15.9935, 0, 0.00171931
8.69612, 16.1029, 0, 0.00176576
8.69612, 16.2734, 0, 0.00183758
8.69612, 16.4659, 0, 0.00191796
8.69612, 16.6363, 0, 0.00198848
8.69611, 16.7457, 0, 0.00203343
0.303885, 16.0605, 0, 0.00253
0.303885, 16.1953, 0, 0.00260379
0.303885, 16.4051, 0, 0.00271822
0.303885, 16.6421, 0, 0.00284667
0.303885, 16.852, 0, 0.00295963
0.303885, 16.9867, 0, 0.00303173
1.52456, 16.1681, 0, 0.00242817
1.52456, 16.2992, 0, 0.0024985
1.52456, 16.5033, 0, 0.00260757
1.52456, 16.7338, 0, 0.00272994
1.52456, 16.938, 0, 0.00283754
1.52456, 17.069, 0, 0.00290619
3.42621, 16.3357, 0, 0.00228809
3.42621, 16.4611, 0, 0.00235273
3.42621, 16.6563, 0, 0.00245292
3.42621, 16.8767, 0, 0.00256525
3.42621, 17.0719, 0, 0.00266394
3.42621, 17.1972, 0, 0.00272687
5.57379, 16.525, 0, 0.00216085
5.57379, 16.6439, 0, 0.00221856
5.57379, 16.829, 0, 0.00230793
5.57379, 17.038, 0, 0.00240799
5.57379, 17.2232, 0, 0.00249577
5.57379, 17.342, 0, 0.00255169
7.47544, 16.6926, 0, 0.00208127
7.47544, 16.8057, 0, 0.00213241
7.47544, 16.9819, 0, 0.00221151
7.47544, 17.1809, 0, 0.00229992
7.47544, 17.3571, 0, 0.00237733
7.47544, 17.4702, 0, 0.00242655
8.69611, 16.8002, 0, 0.00205042
8.69612, 16.9096, 0, 0.00209718
8.69612, 17.0801, 0, 0.00216942
8.69612, 17.2726, 0, 0.00225005
8.69612, 17.4431, 0, 0.00232053
8.69611, 17.5525, 0, 0.00236529
0.303885, 17.0538, 0, 0.00306437
0.303885, 17.1885, 0, 0.00313852
0.303885, 17.3984, 0, 0.00325316
0.303885, 17.6354, 0, 0.00338116
0.303885, 17.8453, 0, 0.00349293
0.303885, 17.98, 0, 0.00356377
1.52456, 17.1343, 0, 0.00293968
1.52456, 17.2653, 0, 0.00301056
1.52456, 17.4694, 0, 0.00312014
1.52456, 17.7, 0, 0.00324245
1.52456, 17.9041, 0, 0.00334924
1.52456, 18.0351, 0, 0.00341691
3.42621, 17.2596, 0, 0.00275991
3.42621, 17.3849, 0, 0.00282534
3.42621, 17.5801, 0, 0.00292643
3.42621, 17.8006, 0, 0.00303917
3.42621, 17.9958, 0, 0.00313754
3.42621, 18.1211, 0, 0.00319984
5.57379, 17.4012, 0, 0.00258133
5.57379, 17.52, 0, 0.00264005
5.57379, 17.7051, 0, 0.00273066
5.57379, 17.9142, 0, 0.00283154
5.57379, 18.0993, 0, 0.0029194
5.57379, 18.2181, 0, 0.00297493
7.47544, 17.5265, 0, 0.00244998
7.47544, 17.6396, 0, 0.00250229
7.47544, 17.8158, 0, 0.00258287
7.47544, 18.0148, 0, 0.00267236
7.47544, 18.191, 0, 0.00275004
7.47544, 18.3041, 0, 0.00279902
8.69611, 17.607, 0, 0.00238257
8.69612, 17.7164, 0, 0.00243059
8.69612, 17.8869, 0, 0.00250443
8.69612, 18.0794, 0, 0.00258625
8.69612, 18.2498, 0, 0.00265709
8.69611, 18.3593, 0, 0.00270166
0.303885, 18.047, 0, 0.00359747
0.303885, 18.1818, 0, 0.00367275
0.303885, 18.3916, 0, 0.00378753
0.303885, 18.6286, 0, 0.00391253
0.303885, 18.8385, 0, 0.00401783
0.303885, 18.9732, 0, 0.00408201
1.52456, 18.1004, 0, 0.00344917
1.52456, 18.2314, 0, 0.0035217
1.52456, 18.4356, 0, 0.00363229
1.52456, 18.6661, 0, 0.00375277
1.52456, 18.8702, 0, 0.00385434
1.52456, 19.0013, 0, 0.00391629
3.42621, 18.1835, 0, 0.00322929
3.42621, 18.3088, 0, 0.00329702
3.42621, 18.504, 0, 0.00340021
3.42621, 18.7244, 0, 0.00351257
3.42621, 18.9196, 0, 0.00360719
3.42621, 19.0449, 0, 0.00366485
5.57379, 18.2773, 0, 0.00300037
5.57379, 18.3961, 0, 0.00306193
5.57379, 18.5813, 0, 0.00315555
5.57379, 18.7903, 0, 0.00325711
5.57379, 18.9754, 0, 0.00334224
5.57379, 19.0943, 0, 0.00339387
7.47544, 18.3604, 0, 0.0028195
7.47544, 18.4735, 0, 0.00287499
7.47544, 18.6497, 0, 0.00295908
7.47544, 18.8487, 0, 0.00304973
7.47544, 19.0249, 0, 0.00312505
7.47544, 19.138, 0, 0.00317031
8.69611, 18.4137, 0, 0.00271743
